,job_bullets,job_company,job_description,job_employment_type,job_ids,job_industry,job_location,job_salary,job_sub_industry,job_sub_location,job_title,job_urls,file,salary_k,salary_comma,salary_num,salary_lower,salary_upper,salary,description_len,job_text
893,0,People One,This Niche NSW Government Body is seeking a strong business analyst.,Full Time,34422643,Information & Communication Technology,Sydney,"$140,000 - $149,999",Business/Systems Analysts,"CBD, Inner West & Eastern Suburbs",Business Analyst,https://www.seek.com.au/job/34422643,tableau,,"140,000, 149,999",,140000.0,149999.0,144999.5,11.0,"This key government department is seeking a strong business analyst. Reporting to senior management, this position is primarily focussed on data analysis & dashboard creation to support required changes to document & information management standards/processes, system databases, and people information management roles.  Key duties include:  Consult with the business to define priority key performance indicators, data management procedures/processes, and information management needs.  Use of Tableau to connect to and analyse data sets, presenting visualisations to business users to help prioritise data improvement areas.  Consult with the business to obtain approvals on data and information management changes  Create Management and Operational dashboards using Tableau.  Consult with the business to review business services, identify risk, issues & opportunities related to process, people, information & systems. Excellent interpersonal and communication skills are required to build effective working relationships both within and outside the organisation. You will have relevant tertiary education, with strong business analysis and communication skills. Ability to think big picture as well as having a strong attention to detail. Strong computer literacy is also required, with ideally recent experience using Tableau."
894,Fun and casual atmosphere with opportunities galore! Join a recognsed market leader in customer experience and data driven marketing Carve your own path with encouragement to move up the career ladder,Precision Sourcing,"Amazing opportunity to unlock the value in customer data through reporting, data visualisation, campaigns and customer analytics in a global company!",Full Time,34419443,Marketing & Communications,Melbourne,$110k - $120k p.a.,Market Research & Analysis,CBD & Inner Suburbs,Senior Data Marketing Analyst,https://www.seek.com.au/job/34419443,tableau,"110k, 120k",,,110000.0,120000.0,115000.0,21.0,"Position Title: Senior Marketing Analyst Reports to: Senior Insights Manager This opportunity is a rare one! My client are the data arm of a global consultancy that offer first class data driven solutions to their customers. With a real focus on Customer Experience, they help businesses transform the way they connect with their customers in terms of personalisation, analytics and research. Key responsibilities: Extract the value from client data assets by mining, analysing and interpreting both small and large data sets Distil analyses into actionable insights and recommendations, providing clients with the so what Give advice on best practice measurement and analysis methodologies, including actionable test and learn plans Translate client briefs into analytical deliverables Essential capabilities: 3+ years experience in a customer analytics role Experience or exposure to pre and/or post campaign analysis Experience working with large, complex customer and digital datasets Past examples of working with marketing teams to turn data into actionable insights and actions Knowledge of data driven direct marketing practices Extensive experience using SAS and SQL Strong stakeholder management and communication skills Desirable capabilities: Experience building predictive models and customer segmentations Experience working with CRM Planners to develop test and learn campaign strategies Experience with Tableau, Adobe Analytics, Google Analytics Knowledge of Adobe Marketing cloud, Salesforce Marketing Cloud To find out more or to apply, please send your CV or call 0282467740"
895,Key Senior appointment - will consider current leaders Salary package negotiable for successful applicant,Halcyon Knights Pty Ltd,Join this disruptive Cloud vendor start up in APAC!,Full Time,34418189,Information & Communication Technology,Sydney,"$290,000 OTE",Sales - Pre & Post,"CBD, Inner West & Eastern Suburbs",Senior Sales Engineer - ,https://www.seek.com.au/job/34418189,tableau,,"290,000",,290000.0,,290000.0,9.0,"This fast emerging and highly disruptive cloud-based data storage and analytics vendor enables companies to bring together all data, users and workloads into one cloud service. Voted as one of the Bay Best Places to Work in 2015 and 2016 and having raised $200m+ in VC funding, they now seek to appoint a number of key positions as a baseline for APAC launch. This is a Senior SE role and has leadership potential as the Australian presence grows. Were looking for senior talent with DB/DW and pre-sales experience prepared to serve as an individual contributor, partnering on sales calls with Reps, giving architectural overviews and demos, designing/guiding POCs, delivering POC kickoff and workshop meetings, etc. Because of the hands-on nature of the role, SQL skills as part of the hiring process. Key Responsibilities gathering information on and understanding customer business challenges  articulating the value proposition and differentiation at all levels within Enterprise Accounts engaging in and responding to RFI/RFP procurement processes qualifying opportunities building and delivering comprehensive customized demonstrations working within the sales team to own technical relationships with prospects from developer to CIO managing delivering Proof of Concepts (POC) managing a high number of concurrent active prospects MUST HAVE Degree in Computer Science, Mathematics, Engineering or relevant technical discipline 5+ years experience working with customers in a presales or postsales technical role Understanding of complete data analytics stack and workflow, from ETL to data platform design to BI and analytics tools Hands on expertise with SQL and SQL analytics STRONGLY DESIRED Extensive knowledge of and experience with largescale database technology (e.g. Netezza, Exadata, Teradata, Greenplum etc. Software development experience with C/C++ or Java Familiarity and experience with common BI and data exploration tools (e.g. Microstrategy, Business Objects, Tableau) Experience and understanding of large scale IaaS platforms (e.g.Amazon AWS, Microsoft Azure, OpenStack) The successful applicant will recieve an above industry standard salary package and play an integral role in regional growth. If this sounds like you, please apply below by attaching your resume and a cover letter. Alternatively email your resume and cover letter to Paul Dimond -pauld@halcyonknights.com.au b""For other exciting job opportunities and to keep up-to-date with the IT world, please Follow Halcyon Knights on LinkedIn"" www.linkedin.com/company/halcyon-knights"
896,Leading e-Travel site Highly technical team Code friendly working environment,Launch Recruitment Pty Ltd,This is an opportunity for a mid - senior level SQL Developer to work with top coders in a successful and growing business.,Full Time,34408709,Information & Communication Technology,Sydney,"$100,000 +",Database Development & Administration,"CBD, Inner West & Eastern Suburbs",SQL Developer,https://www.seek.com.au/job/34408709,tableau,,"100,000",,100000.0,,100000.0,23.0,"Myclient is a well established globale-travelsite.Havingbeen founded in Australia the site has expanded and grownsignificantlyover the last 5 years.Its an openenvironmentwhichfostersflexiblyand creativity.  We are looking for a  mid - senior level T-SQL Developer  who will be responsible fordelivering/codingdesigneddatabases and ensuring their stability, reliability, and performance. You will be working alongside the seniordeveloperon optimizing in-application SQL statements as necessary, and establishing best practices. You will help solve all database usage issues and come up with ideas that can help prevent such problems in the future.  You will work with stakeholders to gatherrequirementsand deliver SQL solutions to the business. You will also preformad hoc data extraction that are used in reports using Microsoft SSRS or Tableau .   You will beable tohandle common database procedures such as upgrade, backup, recovery, migration, etc.  Skills and Qualifications 3-5 years of experience as a SQL developer   Strong working knowledge of  TSQL SQL Server 2012 / 2014 / 2016  Strong proficiency with SQL and its variation among popular databases  Experienceworking with  large data sets   Experiencewith Schema design and complex joints  Experiencewith dataextractionand report development  Experience with some of the modern relational databases  Skilled at optimizing large complicated SQL statements  Knowledge of best practices when dealing with relational databases  Capable of configuring popular database engines and orchestrating clusters as necessary Ability to plan resource requirements from high level specifications  Capable of troubleshooting common database issues  High attention to detail  Goodcommunicationskills  For more information please contact Lisa on lroantree@launchrecruitment.com.au"
897,0,Genesis IT&T P/L,Microsoft SQL BI Data Analyst - Market leading company - Alexandria location - Close to transport,Full Time,34402692,Information & Communication Technology,Sydney,"Salary up to $115,000",Business/Systems Analysts,"CBD, Inner West & Eastern Suburbs",Microsoft SQL BI Data Analyst,https://www.seek.com.au/job/34402692,tableau,,"115,000",,115000.0,,115000.0,16.0,"b""Im seeking a highly driven "" Microsoft SQL BI Data Analyst  to join a progressive organisation based in Alexandria. As a leader in their field this company is directly responsible gathering data and designing solutions that directly impact the quality of life for thousands of people in Australia. They have experienced huge growth over the last year and are now looking for a switched on SQL BI Data Analyst  who enjoys a fast paced environment can use thier analysis skills to uncover data trends and display them with highly visual and informative Tableau dashboards. b""Please note that this positions main focus is on data analysis and not on development.""  Within this highly satisfying role you will responsible for: Working directly with stakeholders to gather relevant information and data to plan a customised solution. Parsing data from multiple sources, analysing and presenting via Tableau dashboards. Draft technical documentation to support the work and migration to a production environment. Providing end user training on the tools and data sources available to support self-service business intelligence. b""To be considered for this position youll need to have:"" 4+ years of experience with as a Data Analyst focussing on the Microsoft BI Suite (SSRS, SSIS, SSAS)(versions 2008-2014). Solid experience presenting data through Tableau Dashboards (versions 9 and 10). Excellent communication/interpersonal skills with a focus on consulting.  The ability to work with project managers and Data Warehouse teams to translate requirements project scope. Ability to work without direct supervision.  Any scripting experience with Python will be a major plus.  b""If you feel you have the necessary skills and experience and would like to join a close and collaborative team you will be rewarded with an attractive salary package and be part of a organisation that will make a positive difference to peoples lives."" To apply please send your CV to Henry Brosius. Have questions?  Contact me on 02 9236 4500."
898,0,Bluefin Resources Pty Limited,"Customer Success Manager | Business Intelligence and Advanced Analytics Solutions | Global Consulting Co | Existing clients across VIC, NSW and QLD",Contract/Temp,34391897,Sales,Melbourne,$100k- $120k base + super,Account & Relationship Management,Unknown,Customer Success Manager,https://www.seek.com.au/job/34391897,tableau,"100k, 120k",,,100000.0,120000.0,110000.0,22.0,"Client: Our client, a Global Business Intelligence and Advance Analytics Consulting company, is seeking a Customer Success Manager to join the team. The company is a well-established, reputable player in their space, focused on maintaining their excellent, family focused culture and driving unparalleled training and development opportunities. Role: The Customer Success Manager will be responsible for a portfolio of existing accounts in VIC, NSW and QLD. You will drive value for clients by educating them on how to leverage and best utilize their solutions, partnering closely with the sales and consulting teams. You will be measured on customer satisfaction, retention and expansion, achieved through uncovering opportunities and being a trusted advisor to your clients. Candidate: The successful candidate will have: 3-5+ years Customer Success or Consulting Sales experience; Experience working for a Consulting organization, an IT Services organization, a System Integrator or Vendor Ideally knowledge of Business Intelligence or Analytics solutions e.g. Power BI, Tableau, Qlik, Jedox Ability to translate technical information to a non technical audience To discuss this opportunity in more detail, please contact Linzi Scobie @ Bluefin Resources on 03 8330 5015. Alternatively, please apply with a current copy of your Resume. IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY. http://www.bluefinresources.com.au/privacy-policy"
899,Strong team culture and work ethic Generous non-financial benefits and profit share scheme Central CBD location,Peter Lee Associates,"Work with high performance, cohesive team on market data for leading financial institutions. Require analytical skills, attn to detail & teamwork.",Full Time,34388333,Marketing & Communications,Sydney,"Starting salary $42,000 plus superannuation",Market Research & Analysis,"CBD, Inner West & Eastern Suburbs",Junior Research Analyst (Graduate Opportunity),https://www.seek.com.au/job/34388333,tableau,,"42,000",,42000.0,,42000.0,21.0,"Strong team environment  Require numeracy and analytical skills, attention to detail and teamwork  Generous benefits Peter Lee Associates is a unique Australian market research-based consulting firm that specialises in the wholesale markets for financial services and works with most leading financial institutions. The key aspects of the role include: Data analysis using SPSS-IBM software  Implementing questionnaires for tablet interviewing  Developing complex tables in MS Excel  Compiling high quality data reports, graphics and presentations  Data visualisation To be successful, you will need to demonstrate the following: High degree of accuracy and attention to detail  Strong analytical and numeracy skills  Experience in MS Excel and Powerpoint  Willingness to be part of a high-performance team  Preparedness to take ownership of tasks  Excellent skills in organising, planningand prioritisingto achieve deadlines Ability to communicate effectively across the business. A degree in economics or finance is beneficial. A basic understanding of SQL/coding and/or tableau would be an advantage. Applicants with full-time work experience of up to 2 years will be considered. Peter Lee Associates endeavours to create an environment where mutual respect and cohesive teamwork flourish and initiative is valued. We offer generous non-financial benefits and a bonus scheme to employees. Please apply with a resume, cover letter and academic transcript by 15 October 2017."
900,Remediation Analyst Sydney CBD Up to $110k + Super,Hudson,Currently seeking a Remediation Data Analyst who will support the Consumer Bank's Remediation programs,Full Time,34385954,Banking & Financial Services,Sydney,$90k - $110k p.a. + Super,Analysis & Reporting,"CBD, Inner West & Eastern Suburbs",Remediation Analyst,https://www.seek.com.au/job/34385954,tableau,"90k, 110k",,,90000.0,110000.0,100000.0,14.0,"The role will require working closely with key stakeholders from the Product teams as well as Data Analysts Business Performance Analytics and the respective Remediation project teams. Responsibilities; Define and execute required activities, including stakeholder engagement, to source the relevant information to understand and assess a problem and recommend an accepted solution Effectively identify all the relevant internal and/or external stakeholders; plan and execute the appropriate engagement approach to achieve the required outcomes Develop, plan and execute activities to achieve agreed outcomes, re-prioritising as required Demonstrate the ability to identify alternate approaches to gain agreement and applying them appropriately to each situation to achieve the required outcome Knowledge and Experience; Extensive knowledge of data extraction and analysis from large customer bases using SAS applications, SQL and advanced Excel Experience Qlikview, Tableau or other similar Data Visualisation tools is desirable. Ability to turn quantitative and qualitative analysis into business insights, opportunities and solutions Product knowledge of Mortgages, Deposits and/or Credit Cards and loans is desirable Sound communication, influencing and negotiation skills"
901,0,Robert Walters,Take your existing skills and apply them to an analytical role designed to provide the business with commercial insight into its operations.,Full Time,34381511,Accounting,Adelaide,$70k - $75k p.a.,Analysis & Reporting,Unknown,Business Analyst,https://www.seek.com.au/job/34381511,tableau,"70k, 75k",,,70000.0,75000.0,72500.0,22.0,"Our client is seeking a commercially minded accountant with 2-5 years experience to join the expanding team at their Head Office in Adelaide. This role will be responsible for providing analysis and recommendations that focus on optimising yield across the organisations commercial operations. Reporting to the GM of Commercial Operations, the successful applicant can expect this role to be integral in: Developing new and maintaining existing reports for end users; Generate data visualisations based on reservation information using various data sources; Analyse external demand and pricing factors to ensure accurate forecasting; Assist with updating the revenue system with available discounts, promotions or special offers; Provide recommendations to other departments on areas of low demand so appropriate actions can be taken; Provide management with trends relating to pricing to enable the business to make informed strategic decisions; Provide analysis to support decision making related to annual pricing and rate review, external market and environment impacts; Modelling of revenue information to measure potential performance improvement of pricing initiatives The successful applicant must have strong attention to detail, analyse large volumes of data and be proficient using data visualisation tools such as Tableau. Previous experience in a commercial role that focuses on analysing data and interpreting it for the broader business would be beneficial, however, the would equally well suit an ambitious commercially minded accountant looking to transition into the operational side of an organisation. To apply please click apply or call Stuart Deane on 08 8216 3500 for a confidential discussion."
902,0,Bluefin Resources Pty Limited,We are currently recruiting for an Analyst/Consultant to join a highly successful consulting firm focused on predictive modelling & insights.,Full Time,34370995,Banking & Financial Services,Sydney,$85k - $110k p.a. + super dep on experience ,Analysis & Reporting,"CBD, Inner West & Eastern Suburbs",Analytics Consultant,https://www.seek.com.au/job/34370995,tableau,"85k, 110k",,,85000.0,110000.0,97500.0,20.0,"We are currently recruiting for an Analyst/Consultant to join a fast growing, highly successful consulting firm. This newly created role has come about due to the large growth of this organisation and increasing client portfolio. This is a hands on technical role therefore our client is looking for a candidate who can balance the technical side of building statistical models with face to face client interaction. This is a flat structured organisation therefore candidates with experience gained in more small to medium sized organisation are of particular interest as you will be required to be comfortable with an end to end role. Key responsibilities: Delivery of strategic insights Timely delivery of multiple client projects Delivery of modelling solutions including but not limited to Marketing Mix Modelling, Attribution, Choice, Pricing and Segmentation models Develop and deliver action-oriented, insightful analytical presentations Key Skills and Qualifications b""Bachelors Degree or above in Economics, Statistics, Mathematics, Operations Research or Marketing"" 1-3 years of experience in the application of analytics to guide business decisions, client relationship management and team development Possess a blend of marketing acumen, consulting expertise, and analytical capabilities that can create value and insights for clients b""Comfortable working with big data, interpreting advanced statistical analysis results and developing presentations using insights derived from the analytics"" Strong experience in predictive modelling, having built numerous models from scratch using methods such as Random Forest, Neural Networks, Decision Trees etc Candidates with building Market Mix Models would be of particular interest Desire and ability to collaborate and work well with others in a team environment Strong working knowledge of Microsoft PowerPoint and Excel Experience with data visualization and statistical software (e.g. Tableau, Spotfire, R, SPSS, SQL, SAS, etc.) If you have the required skills and experience, and wish to apply, please do so by following the link below. For further inquiries, please contact Marie Thow at Bluefin Resources on 02 9270 2640 IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY. http://www.bluefinresources.com.au/privacy-policy"
903,0,Bluefin Resources Pty Limited,We are currently recruiting for an Analyst/Consultant to join a highly successful consulting firm focused on predictive modelling & insights.,Full Time,34360769,Banking & Financial Services,Sydney,$85k - $100k p.a. + super dep on experience ,Analysis & Reporting,"CBD, Inner West & Eastern Suburbs",Analytics Consultant,https://www.seek.com.au/job/34360769,tableau,"85k, 100k",,,85000.0,100000.0,92500.0,20.0,"We are currently recruiting for an Analyst/Consultant to join a fast growing, highly successful consulting firm. This newly created role has come about due to the large growth of this organisation and increasing client portfolio. This is a hands on technical role therefore our client is looking for a candidate who can balance the technical side of building statistical models with face to face client interaction. This is a flat structured organisation therefore candidates with experience gained in more small to medium sized organisation are of particular interest as you will be required to be comfortable with an end to end role. Key responsibilities: Delivery of strategic insights Timely delivery of multiple client projects Delivery of modelling solutions including but not limited to Marketing Mix Modelling, Attribution, Choice, Pricing and Segmentation models Develop and deliver action-oriented, insightful analytical presentations Key Skills and Qualifications b""Bachelors Degree or above in Economics, Statistics, Mathematics, Operations Research or Marketing"" 1-3 years of experience in the application of analytics to guide business decisions, client relationship management and team development Possess a blend of marketing acumen, consulting expertise, and analytical capabilities that can create value and insights for clients b""Comfortable working with big data, interpreting advanced statistical analysis results and developing presentations using insights derived from the analytics"" Strong experience in predictive modelling, having built numerous models from scratch using methods such as Random Forest, Neural Networks, Decision Trees etc Candidates with building Market Mix Models would be of particular interest Desire and ability to collaborate and work well with others in a team environment Strong working knowledge of Microsoft PowerPoint and Excel Experience with data visualization and statistical software (e.g. Tableau, Spotfire, R, SPSS, SQL, SAS, etc.) If you have the required skills and experience, and wish to apply, please do so by following the link below. For further inquiries, please contact Marie Thow at Bluefin Resources on 02 9270 2640 IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY. http://www.bluefinresources.com.au/privacy-policy"
904,Data Centric Environment  Great culture Market leader ,Morgan McKinley,An amazing organisation who have recently moved into a new state of the art office are looking for a talented data specialist to join them,Full Time,34350000,Information & Communication Technology,Sydney,$100k - $120k p.a.,Developers/Programmers,"CBD, Inner West & Eastern Suburbs",Analytics Specialist - Insights,https://www.seek.com.au/job/34350000,tableau,"100k, 120k",,,100000.0,120000.0,110000.0,25.0,"A leading Australian organisation are looking to hire a motivated, talented and personable professional within their strategy team. Boasting state of the art offices in Sydney, our client is increasingly transforming into a data centric leader within the financial services area. This role requires a enthusiastic and intelligent individual who thrives on extracting, delivering and presenting appealing customer retention data to senior stakeholders. You will receive guidance and active career encouragement in your day to day role as well as the opportunity to work with a contemporary data warehouse. Your role will be to work as an active member in a dynamic team environment where you will receive a myriad of attractive benefits. Responsibilities: Work within an agile and forward thinking team to extract data from internal databases and warehouses Produce and deliver monthly customer retention performance and insights; including market factors and cohort variances Build financial and statistical models to enhance performance, including churn propensity and price elasticity models Provide recommendations to leadership and respective teams to improve data capture and quality Create quarterly and monthly tracking tools to measure performance of customer retention activities, triggers and experiments in the contact center, marketing and sales Support product with pricing recommendations and migration considerations The right candidate will: Have significant experience in developing advanced financial and statistical models Be able to pull data from a warehouse, transform the data and tell a story with data Advanced knowledge of SQL Server Previous experience with Power BI/Tableau, Strong predictive modelling skills in R Be a confident communicator who can simplify churn and price elasticity models to stakeholders Have motivation to continually learn new skills both for personal advantage and to add value to the company Work collaboratively and efficiently in a tight-knit team Benefits Include: Competitive remuneration Opportunities to engage with senior stakeholders Flexible working spaces and and provided breakfasts To be part of one of Australias most recognised companies and to work in a fast paced, dynamic, fun and friendly environment - with ambitious plans. Please apply immediately with an up to date CV. Or to hear more please get in touch Leon on (02) 8986 3147 or lyoung@morganmckinley.com.au Please note only candidates with local experience will be considered. Morgan McKinley is acting as an Employment Agency in relation to this vacancy."
905,0,Bluefin Resources Pty Limited,We are currently recruiting for an Analyst/Consultant to join a highly successful consulting firm focused on predictive modelling & insights.,Full Time,34339436,Banking & Financial Services,Sydney,$90k - $110k p.a. + super dep on experience ,Analysis & Reporting,"CBD, Inner West & Eastern Suburbs",Analytics Consultant,https://www.seek.com.au/job/34339436,tableau,"90k, 110k",,,90000.0,110000.0,100000.0,20.0,"We are currently recruiting for an Analyst/Consultant to join a fast growing, highly successful consulting firm. This newly created role has come about due to the large growth of this organisation and increasing client portfolio. This is a hands on technical role therefore our client is looking for a candidate who can balance the technical side of building statistical models with face to face client interaction. This is a flat structured organisation therefore candidates with experience gained in more small to medium sized organisation are of particular interest as you will be required to be comfortable with an end to end role. Key responsibilities: Delivery of strategic insights Timely delivery of multiple client projects Delivery of modelling solutions including but not limited to Marketing Mix Modelling, Attribution, Choice, Pricing and Segmentation models Develop and deliver action-oriented, insightful analytical presentations Key Skills and Qualifications b""Bachelors Degree or above in Economics, Statistics, Mathematics, Operations Research or Marketing"" 1-3 years of experience in the application of analytics to guide business decisions, client relationship management and team development Possess a blend of marketing acumen, consulting expertise, and analytical capabilities that can create value and insights for clients b""Comfortable working with big data, interpreting advanced statistical analysis results and developing presentations using insights derived from the analytics"" Strong experience in predictive modelling, having built numerous models from scratch using methods such as Random Forest, Neural Networks, Decision Trees etc Candidates with building Market Mix Models would be of particular interest Desire and ability to collaborate and work well with others in a team environment Strong working knowledge of Microsoft PowerPoint and Excel Experience with data visualization and statistical software (e.g. Tableau, Spotfire, R, SPSS, SQL, SAS, etc.) If you have the required skills and experience, and wish to apply, please do so by following the link below. For further inquiries, please contact Marie Thow at Bluefin Resources on 02 9270 2640 IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY. http://www.bluefinresources.com.au/privacy-policy"
906,0,Nigel Frank International PTY LTD,This established client is looking for a SQL developer or analyst to join the team and work on some exciting new projects.,Full Time,34334957,Information & Communication Technology,Brisbane,$65k - $75k p.a. + Super,Developers/Programmers,CBD & Inner Suburbs,SQL Developer or Analyst - Brisbane CBD Area,https://www.seek.com.au/job/34334957,tableau,"65k, 75k",,,65000.0,75000.0,70000.0,22.0,"About the client  This end user is an an established company in Australia, and one of the largest in their industry. With offices all over Australia, they are continously breaking records and exceeding shareholder expectations. About the Role  The client has a current requirement for a SQL developer or analyst to join their growing team on a permanent basis. The role provides an opportunity to grow into the team and work on management/setup for SQL based projects. Duties; Development of various product estimates, reports, and proposals.  Manage various databases and 3rd party systems Develop different software plans and test/execute them  Setup and manage various projects, including reporting and monitoring Skills and Expertise: Experience of working with SQL Server versions up to 2014 Additional experience of SQL 2016 is highly advantageous  Experience of working within a data warehousing environment  Experience working with SSRS/SSIS/SSAS/SSMS Understanding of Visual Studio SSIS, upto version 2015 Exposure to Tableau a strong advantage Strong Communications and Written Skills  Highly motivated and enthusiastic attitude  Benefits; Aus $65000 - Aus $80000 per annum + Super  Chance to work in a great team  Immediate start  Free Parking This is opportunity for anyone committed to working in the Brisbane area. To discuss this or any other .Net, Azure, Dynamics CRM or SharePoint projects contact me directly on 03 9088 3752 or send your CV to f.karim@nigelfrank.com. .Net / Azure / SQL Servers /SharePoint / Developer / Embedded / Cloud / Mid-level Developer / Brisbane / Gold Coast / Queensland / Senior Developer / Web Development / Sitecore / CMS / BI / C++"
907,CBD based Work with C Level stakeholders Python/R skills required,FourQuarters Recruitment,A large professional services brand is looking for an Insights Analyst to work within their expanding analytics team,Full Time,34303478,Information & Communication Technology,Melbourne,"Up to $100,000 package",Other,CBD & Inner Suburbs,Insights Analyst,https://www.seek.com.au/job/34303478,tableau,,"100,000",,100000.0,,100000.0,18.0,"A large professional services brand is looking for an Insights Analyst to work within their expanding analytics team to provide actionable insights which will provide profitable growth for the business. Working cross-functionally this person will work on a wide range of projects to develop actionable and commercially aware recommendations. This is a pivotal role for the team, therefore the right candidate will have strong Python and R skills, experience with Tableau, a highly numeric background and the ability to provide commercially driven insights to senior C Level stakeholders. The role: This in an influential role where you will work on a wide range of adhoc and long term projects across the business You will be the team expert in Tableau, leading new innovative ways of analysing data Working in a dynamic and fast paced environment you will analyse and complex data sets. Due to pivotal nature of the role, you will communicate on a regular basis to senior stakeholders across the business Your skills and experience Exceptionally strong skills in Python/R and Tableau  At least 2 years experience in a commercial analytics role  A highly numerate background with experience working with large data sets  The ability to draw commercial insights from data and present these to senior stakeholders The ability to work in a dynamic and fast-paced environment.  Excellent communication skills and the ability to work in a fast-paced environment If this sounds like your next opportunity please contact Rosie on 99828462 or apply with your CV (in word format) today."
908,0,Bluefin Resources Pty Limited,Experienced BI & Analytics Consultant Role with a fast growing technology firm ,Full Time,34298412,Science & Technology,Melbourne,$100000.00 - $110k p.a.,Modelling & Simulation,CBD & Inner Suburbs,BI & Data Analytics Consultant ,https://www.seek.com.au/job/34298412,tableau,110k,,,110000.0,,110000.0,13.0,"A fast growing technology firm is currently seeking an experienced to deliver end-to-end technical projects to multiple clients, which would include requirements gathering, to delivering interactive and cutting-edge data modelling and visualisations, to providing insight and recommendations. You will play a vital role in enabling large and complex data sets to be presented and accessed in a simple and intuitive format for all users. Reporting to the Senior Data Analytics Manager, you will use front of the line technologies to tackle data and present it to major stakeholders through an extensive network of blue-chip clients, enabling them to tackle the full range of their information management challenges. Key Responsibilities Using strong analytical skills and an eye for detail in order to manipulate large datasets and quickly determine trends. Using in-depth business intelligence & analytics experience, work proactively and help to provide vital insight for the business to make data driven decisions Developing Data Warehouse & Business Intelligence Solutions Building Data Models and utilizing advanced data visualization techniques, to support clients quickly manage and execute upon vast amounts of data Consulting & Stakeholder Management Key Skills Strong concepts of Datawarehousing, ETL and BI Architectures Dimensional Data Modelling concepts and skills Data Visualization concepts and best practices Basics of Infrastructure and understanding of technical environment needs Experience of underlying tools - SQL (SQL Server), Tableau (Desktop and Server), Qlikview Experience in managing Onshore and Offshore processes will be a plus Tertiary qualification in a technical discipline. For more information please call me on 03 83305003 or email on  IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY. http://www.bluefinresources.com.au/privacy-policy"
909,0,Perigon Group Pty Limited,BI/DW Developer to join a small but fast growing BI team in an exciting & very well known Australian Company! SQL Stack with Power BI and AZURE,Full Time,34292915,Information & Communication Technology,Sydney,C.120K neg on Exp,Other,"CBD, Inner West & Eastern Suburbs",BI Developer - SQL & Analytics,https://www.seek.com.au/job/34292915,tableau,120K,,,120000.0,,120000.0,27.0,"BI Developer required to join this very well known, Iconic Australian company, delivering BI solutions and deep dive analytics to both the business and external customers.  You will be a key person to transform how the company use and understand their data and be an advocate of data mining with a responsibility to design, build, and test end-to-end BI solutions.  Responsibilities:  Assist in developing the data structures (both physical and logical) to facilitate a significant data transformation (to big data technologies) within the business and to take advantage of new data capabilities. Create and maintain the transformation and data manifestation steps that are the vehicle for the above layers. Large data Migration  Support and maintain existing data processes, re-writing and improving them occasionally to deliver a faster, more accurate base on which to undertake analysis and reporting. Provide technical leadership and around the creation and maintenance of the BI data processes. b""Act as a point of reference for technical excellence within the wider user community to facilitate the teams understanding of the data environment, processes and procedures within the BI environment."" Skills: Educated to a degree level, comp-sci preferable  Strong BI experience within a SQL server environment - both a production and Data Warehousing Capacity Experience with logical and physical data layer construction/architecture  Experience of Data visualization tools POWER BI Tableau  Experience with Machine learning technologies, scripting etc.  Any experience with SFDC WAVE  Experience in automation of data flows.  Apply now!"
